RANK,NAME,LANGUAGE,TYPE,MOST_STREAMED_GAME,2ND_MOST_STREAMED_GAME,AVERAGE_STREAM_DURATION,FOLLOWERS_GAINED_PER_STREAM,AVG_VIEWERS_PER_STREAM,AVG_GAMES_PER_STREAM,TOTAL_TIME_STREAMED,TOTAL_FOLLOWERS,TOTAL_VIEWS,TOTAL_GAMES_STREAMED,ACTIVE_DAYS_PER_WEEK,MOST_ACTIVE_DAY,DAY_WITH_MOST_FOLLOWERS_GAINED
797,tteuw,Portuguese,personality,VALORANT,Just Chatting,5.3,6770,9941,1.4,4441,505000,7410000,20,3.9,Wednesday,Sunday
798,atrioc,English,personality,Just Chatting,HITMAN 3,3.8,2880,4031,1.7,4236,337000,4700000,219,2.9,Wednesday,Sunday
799,abed_dota,English,personality,Dota 2,,4.0,2834,7685,1.0,800,54000,147000,1,0.1,Saturday,Tuesday
800,roxasorg13th,Spanish,personality,FIFA 23,EA Sports FC 24,4.1,1430,5580,1.2,536,186000,724000,51,5.2,Wednesday,Friday
801,juice,Russian,personality,Just Chatting,Escape from Tarkov,7.2,450,8714,1.7,1725,124000,21800000,992,6.0,Saturday,Tuesday
802,justcooman,Russian,personality,Dota 2,Counter-Strike,5.0,2370,15281,1.0,7831,385000,24800000,8,4.4,Wednesday,Monday
803,bbreadman,English,personality,Call of Duty: Warzone,Rust,6.3,1410,1621,1.1,8506,185000,2140000,57,4.3,Tuesday,Saturday
804,banduracartel,Polish,personality,Just Chatting,Grand Theft Auto V,5.1,1073,2988,2.5,2562,498000,1390000,114,3.6,Monday,Sunday
805,maghla,French,personality,Just Chatting,IRL,4.1,6360,17806,2.0,5782,920000,25800000,473,3.7,Friday,Sunday
806,machete_vilches,Spanish,personality,Slots,Fortnite,3.8,950,3290,1.3,4614,128000,441000,70,3.6,Friday,Wednesday
807,dekkster,English,personality,Hearthstone,Marvel Snap,3.8,930,1137,1.1,6053,133000,1630000,62,4.4,Wednesday,Wednesday
808,dunduk,Russian,personality,Escape from Tarkov,Escape from Tarkov: Arena,6.9,880,12625,1.4,10887,141000,20100000,144,4.8,Friday,Tuesday
809,zeling,Spanish,personality,League of Legends,Just Chatting,4.5,2450,11013,1.9,9635,562000,25000000,243,5.5,Tuesday,Wednesday
810,r_k7den,Japanese,personality,Grand Theft Auto V,Variety,6.5,860,50,1.0,2069,30900,1800,19,1.9,Saturday,Tuesday
811,gostreamstv1158,English,personality,Variety,,2.3,1130,0,1.0,70,226,0,1,0.5,Monday,Tuesday
812,restiafps,Chinese,personality,Apex Legends,Just Chatting,6.8,1750,9455,1.3,818,249000,13400000,104,3.4,Saturday,Sunday
813,low031,English,personality,Virtual Casino,Just Chatting,1.5,7020,270,1.0,370,21100,847,9,0.1,Sunday,Tuesday
814,sick_nerd,English,personality,RuneScape,Old School RuneScape,7.3,980,766,1.2,12331,204000,14800000,122,4.3,Saturday,Monday
815,sharkmacedo,Portuguese,personality,FIFA 21,FIFA 23,4.3,1120,3090,1.0,5089,131000,361000,10,5.7,Friday,Saturday
816,nihmune,English,personality,Just Chatting,I'm Only Sleeping,3.4,8320,1129,1.5,1593,325000,441000,105,2.8,Saturday,Tuesday
817,sirmaza,Spanish,personality,VALORANT,Counter-Strike,5.8,2920,431,1.1,7109,379000,5590000,26,5.5,Wednesday,Saturday
818,simply,English,personality,Super Mario 64,Minecraft,4.4,1740,4778,1.6,7224,309000,8590000,133,4.2,Wednesday,Tuesday
819,lilaggy,English,personality,Sekiro: Shadows Die Twice,ELDEN RING,5.1,1160,7090,1.3,928,191000,1170000,182,5.4,Wednesday,Tuesday
820,amakipururu,Japanese,personality,Street Fighter 6,VALORANT,4.1,2260,3340,1.4,2812,165000,244000,105,5.1,Friday,Sunday
821,tarzaned,English,personality,League of Legends,Pokemon UNITE,5.3,4110,16747,1.1,8834,603000,24400000,51,4.2,Wednesday,Friday
822,therunningmanz,English,personality,DayZ,PUBG: BATTLEGROUNDS,7.3,1790,5818,1.1,12806,349000,10800000,28,4.5,Tuesday,Monday
823,sequisha,English,personality,Escape from Tarkov,World of Warcraft,9.7,1630,12186,1.7,24371,398000,28900000,312,6.4,Tuesday,Sunday
824,mister_m_do_tigrinho,Portuguese,personality,Virtual Casino,,23.0,60,0,1.0,2484,5500,0,1,6.9,Thursday,Wednesday
825,qtcinderella,English,personality,Just Chatting,League of Legends,4.5,7260,1513,1.5,5954,1020000,21200000,172,4.4,Sunday,Sunday
826,playhard,Portuguese,personality,Grand Theft Auto V,Just Chatting,3.5,1817,2418,2.0,293,1130000,14900000,54,2.2,Wednesday,Friday
827,jeffhoogland,English,personality,Magic: The Gathering,Marvel Snap,6.3,450,5003,1.4,13588,118000,12200000,168,5.5,Tuesday,Monday
828,dekarldent,German,personality,Just Chatting,League of Legends,4.1,480,4308,1.2,7554,91500,8119999,53,5.6,Wednesday,Monday
829,lazvell,Japanese,personality,VALORANT,Counter-Strike,4.1,4030,6118,1.1,2876,339000,5150000,51,1.8,Tuesday,Tuesday
830,kettuncyukyuhei,Japanese,personality,Grand Theft Auto V,Just Chatting,6.2,620,1070,1.8,4674,51100,88800,201,4.5,Saturday,Saturday
831,subroza,English,personality,VALORANT,Counter-Strike,5.9,9050,223,1.2,6728,1010000,24800000,46,2.9,Monday,Monday
832,torontotokyo17,Russian,personality,Dota 2,ELDEN RING,5.3,1915,14706,1.2,6050,239000,1830000,18,0.8,Sunday,Monday
833,agustin51,Spanish,personality,Fortnite,VALORANT,4.5,1743,4591,1.3,27,1100000,2850000,29,5.1,Monday,Sunday
834,curry,English,personality,VALORANT,Counter-Strike,5.0,4360,8300,1.1,4483,427000,813000,39,2.6,Wednesday,Wednesday
835,9pasha,Russian,personality,Dota 2,Heroes of Might and Magic III: The Restoration of Erathia,5.9,2970,3753,1.2,9340,64000,987000,4,0.6,Friday,Sunday
836,icuvabi,Russian,personality,Casino,,13.6,8760,0,1.0,270,877,0,1,0.6,Saturday,Sunday
837,flight23white,English,personality,NBA 2K19,Just Chatting,3.0,3432,20081,2.4,2232,2210000,12900000,50,2.6,Monday,Saturday
838,formula1,English,esports,F1 2019,F1 22,2.5,2635,42554,1.0,3960,523000,8460000,10,0.5,Wednesday,Sunday
839,aunkere,Russian,personality,Counter-Strike,Just Chatting,3.6,3180,10389,1.2,5265,520000,17000000,21,4.1,Saturday,Monday
840,moonryde,Italian,personality,Call of Duty: Warzone,PUBG: BATTLEGROUNDS,6.6,1930,6672,1.5,15154,666000,23000000,161,5.9,Wednesday,Wednesday
841,s201111,Cantonese,personality,Just Chatting,Apex Legends,4.7,3380,1534,1.9,3426,249000,1130000,122,4.1,Thursday,Sunday
842,agurin,English,personality,League of Legends,Just Chatting,7.0,1510,6542,1.1,14934,398000,17200000,54,6.1,Monday,Tuesday
843,ibabyrainbow,English,personality,Just Chatting,Pools Hot Tubs and Beaches,6.1,7610,15385,1.7,6726,720000,14600000,21,5.5,Monday,Monday
844,xari,French,personality,Just Chatting,League of Legends,4.6,2530,13036,1.6,7697,408000,20500000,266,4.3,Sunday,Sunday
845,carpentieri,Portuguese,personality,FIFA 23,EA Sports FC 24,6.3,2260,2080,1.2,4188,156000,144000,9,3.3,Saturday,Sunday
846,akyuliych,Russian,personality,Just Chatting,Counter-Strike,2.3,1283,7134,1.3,164,939000,5220000,52,2.4,Tuesday,Wednesday
847,kkatamina,English,personality,Just Chatting,VALORANT,4.9,9250,22455,2.7,3666,615000,14900000,256,3.5,Tuesday,Tuesday
848,krapycoco,Chinese,personality,VALORANT,PUBG: BATTLEGROUNDS,7.4,820,2265,1.5,721,81000,2230000,43,2.8,Wednesday,Saturday
849,fobm4ster,English,personality,Genshin Impact,Honkai: Star Rail,5.9,960,3043,1.8,874,150000,4740000,249,4.2,Friday,Tuesday
850,terracid,French,personality,Minecraft,Just Chatting,3.5,7250,10002,1.7,3999,925000,12600000,512,2.9,Sunday,Thursday
851,solary,French,esports,League of Legends,Teamfight Tactics,20.0,4680,129534,3.1,41951,697000,191000000,382,6.1,Sunday,Sunday
852,ade3_3,Japanese,personality,VALORANT,Counter-Strike,4.7,1090,8050,1.0,363,94200,700000,29,2.4,Thursday,Saturday
853,forg1,Spanish,personality,Counter-Strike,Just Chatting,5.2,1490,3388,1.3,6526,208000,4730000,19,3.9,Thursday,Monday
854,mother3rd,Japanese,personality,VALORANT,League of Legends,7.6,2950,2749,1.3,7612,352000,3280000,74,6.1,Wednesday,Monday
855,xqn_thesad,English,personality,Hearthstone,,6.4,720,1384,1.0,4691,70400,1350000,1,4.9,Wednesday,Sunday
856,laplusdarknesss_hololive,Japanese,personality,VALORANT,League of Legends,3.4,2029,1893,1.1,4500,331000,308000,16,1.1,Tuesday,Sunday
857,carolinekwan,English,personality,Just Chatting,ELDEN RING,5.2,2490,0,1.4,2451,124000,2,55,5.2,Thursday,Monday
858,elyihi,Spanish,personality,Sports,Sports,3.2,720,1275,1.0,2888,70700,1250000,14,5.6,Sunday,Saturday
859,fer,Portuguese,personality,Counter-Strike,Dota 2,4.2,1285,3384,1.3,2353,704000,18300000,21,1.4,Thursday,Sunday
860,lukisteve,Polish,personality,Just Chatting,League of Legends,4.6,7650,12198,2.9,2658,314000,5000000,182,2.7,Tuesday,Sunday
861,silizvlive,Portuguese,personality,Virtual Casino,Garena Free Fire,18.1,310,310,1.0,7408,15200,15200,5,2.4,Tuesday,Friday
862,dashy,English,personality,VALORANT,Call of Duty: Black Ops 4,5.3,3810,8769,1.2,5904,394000,9080000,34,3.0,Friday,Friday
863,fanfan,English,personality,Just Chatting,Grand Theft Auto V,7.3,3900,3596,1.8,5695,262000,2410000,134,4.1,Tuesday,Wednesday
864,omybexul,Russian,personality,Casino,,5.5,40,0,1.0,60,5,0,1,0.6,Wednesday,Wednesday
865,vegetta777,Spanish,personality,Counter-Strike,Fortnite,3.5,8847,0,1.5,3450,2470000,0,30,3.4,Tuesday,Sunday
866,terablade,Russian,personality,Hearthstone,World of Warcraft,6.0,580,8070,1.1,704,69500,971000,49,3.5,Saturday,Friday
867,hugodelire,French,personality,Just Chatting,ELDEN RING,3.4,3590,3686,2.0,2001,241000,2370000,330,1.5,Saturday,Saturday
868,sypherpk,English,personality,Fortnite,For Honor,6.6,2586,41334,1.3,1584,6940000,112000000,68,6.1,Tuesday,Sunday
869,orslok,Spanish,personality,Just Chatting,Fortnite,3.5,1779,3098,2.2,1982,821000,14300000,178,1.7,Wednesday,Sunday
870,ricoy,Spanish,personality,Rust,Escape from Tarkov,4.9,3740,14417,1.3,7242,476000,18400000,66,3.8,Friday,Thursday
871,benjyfishy,English,personality,Fortnite,VALORANT,3.5,423,86632,1.1,3332,4030000,82500000,23,3.0,Wednesday,Saturday
872,psp1g,English,personality,Counter-Strike,Just Chatting,6.4,960,3710,2.7,6991,103000,398000,371,4.0,Sunday,Saturday
873,rocky_,French,personality,FIFA 23,EA Sports FC 24,3.6,3400,4527,1.1,535,475000,6330000,38,3.9,Sunday,Sunday
874,vozipu,Russian,personality,Casino,,5.2,0,0,1.0,100,0,0,1,2.0,Tuesday,Tuesday
875,bawkbasoup,English,personality,Resident Evil 3: Nemesis,Resident Evil,7.3,760,4783,2.4,17502,182000,11000000,646,6.1,Thursday,Thursday
876,thijs,English,personality,Hearthstone,Magic: The Gathering,6.5,2800,4874,1.1,13412,796000,114000000,48,5.3,Tuesday,Saturday
877,dansgaming,English,personality,Path of Exile,World of Warcraft,8.6,870,23953,1.5,23479,846000,149000000,1300,6.7,Friday,Sunday
878,chibidoki,English,personality,Just Chatting,Minecraft,3.6,6210,1478,1.8,3411,474000,1130000,219,5.4,Thursday,Sunday
879,bakagaijinlive,Portuguese,personality,Just Chatting,Variety,2.8,1811,6450,1.0,3630,234000,87600,3,1.0,Sunday,Monday
880,surefour,English,personality,Overwatch,League of Legends,5.7,2770,8004,1.4,8936,461000,12300000,202,4.0,Tuesday,Sunday
881,rtgame,English,personality,Team Fortress 2,Minecraft,3.9,8900,13884,1.2,5286,1170000,18300000,483,3.5,Sunday,Saturday
882,turuokamonohashi,Japanese,personality,Just Chatting,Shadowverse,4.5,3910,7190,1.1,4030,51200,93800,25,0.5,Friday,Wednesday
883,geega,English,personality,Just Chatting,Grand Theft Auto V,4.6,2520,1970,2.1,3778,161000,127000,231,4.8,Wednesday,Sunday
884,luzu_tv,Spanish,personality,Talk Shows & Podcasts,Variety,8.7,5230,5340,1.0,6194,402000,411000,3,5.0,Wednesday,Tuesday
885,boxyfresh,English,personality,Sea of Thieves,ELDEN RING,6.8,1360,3659,1.3,7866,159000,4280000,46,3.3,Monday,Friday
886,nyrepik,Russian,personality,Casino,,8.3,8640,0,1.0,170,864,0,1,0.4,Thursday,Friday
887,bao,English,personality,Just Chatting,I'm Only Sleeping,5.5,9440,3847,1.7,3249,535000,2180000,222,1.9,Saturday,Sunday
888,artcsgo,Portuguese,personality,Counter-Strike,Among Us,4.2,9470,7344,1.2,8090,156000,1210000,18,0.6,Thursday,Wednesday
889,hudson_nf,Portuguese,personality,Virtual Casino,,19.9,230,0,1.0,1400,1500,0,1,7.0,Monday,Thursday
890,onigiri,English,personality,Just Chatting,Food & Drink,5.2,3510,5640,1.3,3044,206000,332000,92,4.0,Wednesday,Saturday
891,pikabooirl,English,personality,World of Warcraft,League of Legends,5.2,1650,9304,1.0,12035,444000,24500000,37,5.9,Monday,Tuesday
892,a_seagull,English,personality,Overwatch,Apex Legends,5.4,4800,22626,1.6,8601,1160000,45600000,243,4.1,Wednesday,Tuesday
893,anniefuchsia,English,personality,World of Warcraft,FINAL FANTASY XIV ONLINE,8.0,1630,18924,1.7,19446,426000,44100000,311,6.2,Saturday,Saturday
894,qlnek,Polish,personality,Fortnite,Fall Guys,4.4,1490,589,1.1,5273,202000,7980000,36,4.3,Saturday,Sunday
895,tototmix,Japanese,personality,Grand Theft Auto V,VALORANT,7.2,3000,70,1.2,2147,98700,19800,45,0.8,Friday,Tuesday
896,et_1231,Chinese,personality,Just Chatting,Fall Guys,8.1,3880,25354,2.2,8475,408000,26600000,191,5.6,Friday,Saturday
897,todukori,Russian,personality,Casino,,8.4,1840,0,1.0,250,553,0,1,0.7,Friday,Saturday
898,gernaderjake,English,personality,Destiny 2,Fortnite,8.5,2450,1636,1.3,17639,562000,33000000,179,5.3,Sunday,Saturday
899,bisejif,Russian,personality,Casino,,5.0,10,0,1.0,50,2,0,1,0.2,Tuesday,Tuesday
900,tvander,Spanish,personality,Just Chatting,League of Legends,3.6,5100,17282,2.0,4982,551000,18600000,138,4.0,Sunday,Monday
901,filow,German,personality,Just Chatting,Rust,4.8,2120,2340,1.5,3821,169000,186000,113,2.3,Wednesday,Sunday
902,spontent,German,personality,Sports,Just Chatting,5.6,1150,4788,1.1,3846,85000,35100000,16,3.3,Saturday,Saturday
903,pancadalv,Portuguese,personality,VALORANT,Variety,3.3,9350,2154,1.0,7270,187000,431000,2,0.8,Wednesday,Sunday
904,themainmanswe,English,personality,Tekken 7,Dead by Daylight,5.5,950,1811,1.3,9092,177000,3390000,81,4.2,Tuesday,Sunday
905,versuta,Russian,personality,Dota 2,PUBG: BATTLEGROUNDS,5.8,540,1238,1.3,12087,491000,121000000,26,5.3,Thursday,Thursday
906,crackheber,Spanish,personality,FIFA 23,EA Sports FC 24,4.1,1470,5360,1.1,5446,202000,737000,17,5.1,Saturday,Sunday
907,kinggothalion,English,personality,Destiny 2,Destiny,7.1,2000,19406,1.4,10743,1000000,49700000,243,3.8,Thursday,Tuesday
908,f1nn5ter,English,personality,Just Chatting,Minecraft,3.0,2185,1187,1.1,1409,739000,4010000,19,1.9,Saturday,Monday
909,ray,English,personality,Just Chatting,Pokemon Sword/Shield,4.3,1210,699,1.8,10558,596000,18800000,905,6.2,Wednesday,Sunday
910,gladd,English,personality,Destiny 2,Valheim,9.6,2990,17498,1.3,21684,534000,31200000,210,5.8,Wednesday,Saturday
911,saruei,English,personality,Art,Just Chatting,4.6,4310,5482,1.4,4711,418000,5310000,277,2.8,Saturday,Sunday
912,echo_esports,English,esports,World of Warcraft,FINAL FANTASY XIV ONLINE,19.4,3375,249671,1.0,2701,326000,23200000,5,0.7,Friday,Saturday
913,th3antonio,Spanish,personality,League of Legends,Escape from Tarkov,5.1,3000,19596,1.4,8224,452000,29300000,89,4.1,Wednesday,Wednesday
914,jujalag,Spanish,personality,Just Chatting,World of Warcraft,6.0,6010,7758,2.0,5288,517000,6670000,237,4.5,Sunday,Saturday
915,tonyrobbins,English,personality,Special Events,Variety,4.7,5590,0,2.0,90,1200,0,3,0.1,Thursday,Thursday
916,xhocii,English,personality,Counter-Strike,Slots,3.1,2450,2350,1.1,1518,115000,110000,7,2.1,Wednesday,Sunday
917,arturofernandeztv,Spanish,personality,Garena Free Fire,Just Chatting,4.8,3460,4528,1.7,5019,410000,5360000,55,5.0,Thursday,Monday
918,tamatthi,Japanese,personality,Escape from Tarkov,Grand Theft Auto V,6.8,320,9230,1.1,7798,40300,1160000,30,5.3,Sunday,Saturday
919,hazardu,English,personality,Trackmania,TrackMania,2.7,4940,40,1.0,1130,19800,333,4,0.1,Monday,Sunday
920,monarch,English,personality,Counter-Strike,Just Chatting,4.4,6040,0,1.8,960,14200,0,8,2.7,Friday,Saturday
921,xchocobars,English,personality,League of Legends,VALORANT,5.2,4770,25425,1.9,11422,996000,51100000,263,5.6,Thursday,Sunday
922,marcomerrino,Italian,personality,Just Chatting,Super Smash Bros. Ultimate,3.1,4380,4588,1.8,2284,257000,2650000,190,2.0,Saturday,Monday
923,jessirocks,German,personality,Diablo III,Diablo IV,5.2,1120,19253,1.4,8879,223000,37600000,114,4.4,Friday,Friday
924,keshaeuw,English,personality,League of Legends,Minecraft,4.8,3720,6220,1.0,6551,505000,842000,11,4.2,Thursday,Saturday
925,vukiby,Russian,personality,Casino,,6.8,10,0,1.0,70,1,0,1,1.0,Tuesday,Tuesday
926,ayrun,English,personality,Dead by Daylight,The Texas Chain Saw Massacre,4.3,4310,5203,1.1,3945,358000,4340000,37,2.4,Friday,Thursday
927,limmy,English,personality,Just Chatting,Dead by Daylight,4.8,2110,4232,2.4,8179,476000,10200000,497,5.8,Thursday,Wednesday
928,repullze,English,personality,Call of Duty: Warzone,Just Chatting,7.1,2170,3374,1.3,921,293000,4550000,58,4.5,Tuesday,Monday
929,officermesser,English,personality,Grand Theft Auto V,Just Chatting,1.8,2230,1650,1.0,1391,144000,107000,7,2.7,Monday,Sunday
930,wakzlol,French,personality,League of Legends,Dark and Darker,6.0,2150,3920,1.4,2769,119000,281000,48,1.2,Monday,Monday
931,alinity,English,personality,Just Chatting,Apex Legends,5.2,6930,3997,2.1,9854,1500000,88700000,198,4.9,Friday,Thursday
932,jay3,English,personality,Overwatch,Overwatch 2,8.0,1860,3426,1.2,18972,665000,12200000,70,6.0,Thursday,Wednesday
933,kaydop,French,personality,Rocket League,Escape from Tarkov,3.6,3820,8784,1.2,7274,785000,18000000,102,5.1,Tuesday,Monday
934,gotsukishima,Japanese,personality,Apex Legends,Grand Theft Auto V,6.8,290,1522,1.2,14578,70600,3750000,186,5.5,Saturday,Saturday
935,makupag,Russian,personality,Casino,,10.3,8650,0,1.0,210,865,0,1,0.5,Monday,Sunday
936,chiringuitovivo,Spanish,personality,Sports,Fortnite,2.4,950,0,1.0,5230,20300,0,13,2.8,Wednesday,Wednesday
937,vetheo,French,personality,League of Legends,Watch Dogs 2,3.8,1320,2608,1.0,2331,97800,1940000,3,2.1,Monday,Monday
938,buxexa_q,Portuguese,personality,Virtual Casino,Slots,13.3,1520,0,1.0,530,1400,0,2,0.8,Monday,Monday
939,scream,English,personality,VALORANT,Counter-Strike,3.5,2989,56393,1.1,132,1540000,29800000,20,1.0,Friday,Sunday
940,orangemorange,German,personality,Grand Theft Auto V,Just Chatting,5.2,2730,11689,2.0,11295,516000,24300000,199,4.8,Thursday,Saturday
941,sheefgg,English,personality,Escape from Tarkov,PUBG: BATTLEGROUNDS,8.8,930,9590,1.1,1579,159000,1650000,57,5.1,Wednesday,Saturday
942,hudson_fss,Portuguese,personality,Virtual Casino,Slots,13.3,1110,0,1.4,530,1300,0,3,0.8,Tuesday,Tuesday
943,annacramling,English,personality,Chess,Chess (5),4.6,4440,25988,1.4,4448,428000,25100000,65,4.2,Tuesday,Sunday
944,manyrin,Russian,personality,Just Chatting,World of Warcraft,5.8,1240,11664,1.3,12239,537000,48500000,109,5.4,Sunday,Tuesday
945,happyhappygal,English,personality,Fortnite,Apex Legends,5.3,2360,0,1.0,2821,141000,65,6,5.8,Saturday,Tuesday
946,kumalezo,Russian,personality,Casino,,2.9,2340,0,1.0,60,234,0,1,0.7,Monday,Monday
947,yetz,Portuguese,personality,League of Legends,World of Warcraft,6.8,3940,20708,1.3,115,930000,60600000,74,4.3,Tuesday,Wednesday
948,xnapycz,Czech,personality,League of Legends,Just Chatting,4.9,1020,9682,1.4,9369,199000,18900000,79,5.4,Tuesday,Saturday
949,julien,English,personality,PUBG: BATTLEGROUNDS,Escape from Tarkov,5.1,5220,13098,2.0,8304,755000,18100000,211,4.1,Tuesday,Friday
950,buxexa_r,Portuguese,personality,Virtual Casino,Slots,9.6,160,0,1.5,290,1300,0,2,0.7,Monday,Monday
951,payo,English,personality,World of Warcraft,Variety,7.5,1700,15877,1.1,15227,325000,30200000,17,5.2,Saturday,Wednesday
952,ricci,English,personality,Tom Clancy's Rainbow Six Siege,XDefiant,7.2,1335,0,1.2,4970,102000,0,13,7.0,Tuesday,Sunday
953,relaxcis,Russian,personality,VALORANT,Just Chatting,7.4,1300,0,1.1,4062,74600,305,15,2.9,Saturday,Sunday
954,menostrece,Spanish,personality,Dead by Daylight,Escape from Tarkov,5.1,5570,15422,1.3,10873,1210000,33200000,387,5.5,Friday,Sunday
955,sweatcicle,English,personality,Destiny 2,Destiny,6.3,2570,5538,1.4,11742,437000,9410000,99,5.2,Tuesday,Tuesday
956,mylonzete,Portuguese,personality,League of Legends,Just Chatting,4.5,6490,13045,1.2,3688,578000,12400000,35,2.1,Thursday,Tuesday
957,jaikerumakuson,Japanese,personality,Grand Theft Auto V,VALORANT,5.9,630,40,1.1,2782,34000,2400,53,2.9,Sunday,Sunday
958,loeya,English,personality,Fortnite,Counter-Strike,7.3,6440,27302,1.2,16466,1630000,69000000,94,6.3,Friday,Sunday
959,renekreher,German,personality,IRL,Just Chatting,7.4,770,6400,1.2,2601,25500,211000,15,2.1,Saturday,Monday
960,coolifegame,Spanish,personality,Grand Theft Auto V,Minecraft,5.9,5230,24938,1.6,8974,897000,40600000,134,3.9,Wednesday,Tuesday
961,edopeh,German,personality,RimWorld,Project Zomboid,5.4,180,1671,1.5,9763,33300,3020000,221,4.6,Sunday,Sunday
962,kokujintv,Japanese,personality,Street Fighter 6,VALORANT,6.2,1810,7930,1.4,3664,123000,539000,62,2.7,Friday,Sunday
963,lvthalo,English,personality,Halo Infinite,Halo 5: Guardians,6.1,2060,3400,1.0,2911,71000,117000,11,1.6,Sunday,Saturday
964,lollolacustre,Italian,personality,Minecraft,Brawl Stars,4.8,7140,0,1.5,2436,566000,30,46,2.8,Wednesday,Monday
965,thiefs,English,personality,Fortnite,Call of Duty: WWII,7.1,2290,279,1.1,16818,575000,6990000,55,6.1,Thursday,Saturday
966,alexclick,French,personality,Grand Theft Auto V,ARK: Survival Evolved,5.2,880,9077,1.1,7035,177000,15900000,169,3.4,Wednesday,Saturday
967,el_yuste,Spanish,personality,Just Chatting,League of Legends,3.8,1520,2532,1.1,3995,176000,2930000,55,3.5,Thursday,Saturday
968,ko0416,Chinese,personality,Just Chatting,PUBG: BATTLEGROUNDS,9.2,480,19638,1.6,22013,122000,49200000,327,6.1,Tuesday,Sunday
969,ariasaki,English,personality,Just Chatting,Teamfight Tactics,7.1,5600,14827,1.6,8943,654000,17200000,208,3.2,Wednesday,Friday
970,auslots,English,personality,Slots,Just Chatting,9.0,260,2470,1.0,12176,59800,558000,8,6.3,Friday,Monday
971,bunnyayu,English,personality,Just Chatting,ASMR,3.1,3260,3406,1.8,3225,313000,3270000,290,3.3,Monday,Saturday
972,ai_hongo_,Japanese,personality,Just Chatting,IRL,4.0,1886,0,1.3,1900,92500,0,15,5.4,Sunday,Tuesday
973,slipix,French,personality,League of Legends,Legends of Runeterra,3.5,1310,2227,1.0,5863,191000,3240000,24,4.3,Monday,Saturday
974,gearbaby1010,Chinese,personality,Teamfight Tactics,League of Legends,6.9,2730,14986,1.4,7345,290000,15700000,50,3.0,Wednesday,Monday
975,homaxih,Russian,personality,Casino,,3.1,20,0,1.0,60,3,0,1,0.7,Tuesday,Tuesday
976,sylvainlyve,French,personality,Just Chatting,SnowRunner,3.0,3725,0,1.3,660,169000,0,12,0.9,Sunday,Sunday
977,alphakep,English,personality,Rocket League,Slots,3.6,1170,6490,1.0,7394,250000,1390000,25,5.6,Wednesday,Saturday
978,jeefhs,English,personality,Hearthstone,Poker,5.2,470,1040,1.0,4007,47000,105000,16,4.5,Wednesday,Tuesday
979,sips_,English,personality,Minecraft,RimWorld,6.5,1780,9415,1.3,1126,546000,21800000,342,4.4,Wednesday,Monday
980,josie5297,Chinese,personality,Just Chatting,Albion Online,5.9,3820,0,1.3,1735,117000,0,31,3.7,Wednesday,Sunday
981,rocketstreetlive,Spanish,personality,Rocket League,Variety,4.0,3620,6812,1.0,2603,195000,3670000,3,1.6,Sunday,Sunday
982,brino,Portuguese,personality,Just Chatting,Grand Theft Auto V,4.2,8310,4394,1.6,4862,777000,4110000,80,4.7,Wednesday,Tuesday
983,narutovie_,French,personality,Grand Theft Auto V,Fortnite,3.5,2250,1600,1.4,1591,106000,75000,42,2.0,Sunday,Sunday
984,dakillzor,English,personality,World of Tanks,I'm Only Sleeping,8.5,960,6832,1.1,20786,239000,17000000,58,6.2,Tuesday,Sunday
985,central_committee,English,personality,Just Chatting,Politics,5.1,540,1698,1.0,6787,71200,2240000,12,4.2,Wednesday,Sunday
986,nickeh30,English,personality,Fortnite,Call of Duty: Warzone,6.0,3633,54313,1.2,8654,5350000,79900000,85,4.0,Tuesday,Sunday
987,eslcsc,English,esports,Counter-Strike,Variety,5.6,1026,3238,1.0,1435,297000,9380000,2,0.8,Wednesday,Sunday
988,smii7y,English,personality,Call of Duty: Warzone,PUBG: BATTLEGROUNDS,2.7,3045,6844,1.1,1135,1310000,3020000,114,1.1,Sunday,Thursday
989,laink,French,personality,Rocket League,Penumbra: Black Plague,4.5,8510,14497,1.5,3818,777000,12900000,337,2.2,Monday,Saturday
990,karmikkoala,Russian,personality,Just Chatting,DARK SOULS III,7.2,1090,13845,1.9,14056,216000,27300000,311,4.9,Tuesday,Sunday
991,ranboolive,English,personality,Minecraft,Just Chatting,2.7,6535,98411,1.2,1927,4440000,66900000,214,3.7,Saturday,Saturday
992,itsassitv,German,personality,Grand Theft Auto V,Just Chatting,3.8,9250,1366,1.6,7270,172000,253000,44,0.7,Tuesday,Wednesday
993,mauriceweber,German,personality,Just Chatting,Crusader Kings III,6.2,2600,2647,2.1,303,127000,1290000,226,1.5,Friday,Sunday
994,carynandconnie,English,personality,The Sims 4,Raft,2.7,2852,40,1.1,750,65600,191,8,0.2,Saturday,Tuesday
995,nacho_dayo,Japanese,personality,VALORANT,Just Chatting,5.1,6290,2492,1.4,3001,396000,1570000,142,1.9,Saturday,Sunday
996,jlcs2,English,personality,Counter-Strike,Just Chatting,4.0,2480,1423,1.3,1873,133000,766000,31,1.8,Monday,Saturday
997,nobru_xy,Portuguese,personality,Virtual Casino,,10.4,8740,0,1.0,210,1300,0,1,0.8,Friday,Friday
998,buxexa_t,Portuguese,personality,Virtual Casino,Slots,9.6,2160,0,1.0,190,1300,0,2,0.4,Thursday,Thursday
